state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size
California,No,Basic,Undergraduate,Medical Leave,F,Suburban,Married,Personal Auto,1,Call Center,SUV,Small
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,4,Call Center,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,1,Agent,Four-Door Car,Large
California,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Corporate Auto,3,Web,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,2,Call Center,Four-Door Car,Small
California,No,Basic,Postgraduate,Employed,F,Suburban,Married,Personal Auto,3,Web,Four-Door Car,Small
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Web,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,Branch,Two-Door Car,Small
Oregon,No,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,1,Call Center,SUV,Medsize
California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,SUV,Medsize
Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,1,Branch,SUV,Large
Washington,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,4,Web,SUV,Medsize
California,Yes,Extended,Postgraduate,Employed,M,Rural,Single,Personal Auto,2,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,4,Branch,Four-Door Car,Medsize
Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,Agent,SUV,Medsize
California,No,Extended,Postgraduate,Employed,F,Urban,Married,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,Agent,Two-Door Car,Medsize
Oregon,Yes,Basic,Postgraduate,Employed,M,Rural,Single,Personal Auto,1,Agent,Luxury,Medsize
Arizona,Yes,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,Call Center,SUV,Medsize
Washington,No,Basic,Undergraduate,Employed,F,Rural,Single,Personal Auto,1,Branch,Two-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,Branch,Four-Door Car,Large
Oregon,Yes,Basic,Undergraduate,Employed,F,Rural,Single,Personal Auto,2,Agent,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,Web,SUV,Medsize
California,Yes,Basic,Undergraduate,Employed,M,Urban,Married,Corporate Auto,2,Web,Four-Door Car,Medsize
Arizona,No,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,Web,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,Web,SUV,Medsize
Nevada,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,Medsize
Washington,Yes,Basic,Undergraduate,Unemployed,M,Suburban,Married,Special Auto,1,Agent,SUV,Large
Oregon,Yes,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,3,Web,Two-Door Car,Small
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,Agent,Luxury,Small
Arizona,No,Basic,Undergraduate,Employed,M,Rural,Single,Personal Auto,1,Call Center,Luxury,Medsize
Washington,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,3,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,2,Web,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Disabled,M,Suburban,Married,Personal Auto,1,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Postgraduate,Employed,M,Suburban,Single,Personal Auto,3,Agent,Luxury,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,1,Call Center,Four-Door Car,Large
Oregon,No,Basic,Undergraduate,Employed,F,Urban,Single,Corporate Auto,1,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Call Center,Four-Door Car,Large
Arizona,No,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,Small
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,Small
Washington,No,Basic,Postgraduate,Employed,F,Rural,Married,Corporate Auto,4,Branch,Four-Door Car,Medsize
Nevada,No,Extended,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,1,Agent,Luxury,Medsize
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Large
California,No,Extended,High School or Below,Employed,M,Rural,Married,Corporate Auto,1,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Undergraduate,Medical Leave,M,Suburban,Married,Personal Auto,2,Web,Luxury,Medsize
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,1,Branch,SUV,Small
California,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,Web,SUV,Medsize
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,1,Agent,SUV,Medsize
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,Large
Arizona,Yes,Basic,Undergraduate,Employed,M,Rural,Married,Special Auto,3,Agent,Four-Door Car,Medsize
Oregon,Yes,Basic,Undergraduate,Retired,M,Suburban,Single,Corporate Auto,2,Web,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,Call Center,Four-Door Car,Medsize
Washington,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,Agent,Four-Door Car,Medsize
Nevada,No,Premium,Postgraduate,Employed,F,Rural,Married,Corporate Auto,3,Branch,Two-Door Car,Large
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,Small
Arizona,No,Basic,High School or Below,Medical Leave,F,Urban,Single,Special Auto,3,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,1,Branch,Luxury,Small
Oregon,No,Extended,Postgraduate,Employed,M,Rural,Married,Personal Auto,1,Branch,Luxury,Medsize
Oregon,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,1,Agent,SUV,Medsize
Arizona,No,Extended,High School or Below,Medical Leave,M,Suburban,Single,Personal Auto,1,Agent,Two-Door Car,Medsize
California,No,Extended,Undergraduate,Medical Leave,M,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,Large
Arizona,No,Basic,Undergraduate,Employed,F,Suburban,Single,Corporate Auto,4,Branch,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,F,Urban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
Arizona,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,Small
Nevada,No,Basic,Undergraduate,Employed,F,Suburban,Single,Corporate Auto,3,Web,Four-Door Car,Medsize
Oregon,Yes,Basic,Undergraduate,Retired,M,Suburban,Single,Personal Auto,1,Branch,SUV,Medsize
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,3,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,F,Rural,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
Washington,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
Washington,No,Extended,Postgraduate,Medical Leave,F,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,Small
Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Special Auto,3,Call Center,Four-Door Car,Medsize
Arizona,Yes,Premium,High School or Below,Employed,F,Rural,Married,Special Auto,2,Web,Four-Door Car,Medsize
Washington,No,Extended,Postgraduate,Employed,M,Rural,Single,Personal Auto,4,Branch,Two-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,3,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,1,Branch,SUV,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,Call Center,Four-Door Car,Small
Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,2,Call Center,Two-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,F,Rural,Single,Personal Auto,2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,Small
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,3,Web,SUV,Medsize
Oregon,No,Premium,Undergraduate,Employed,F,Suburban,Single,Personal Auto,2,Agent,Luxury,Large
Nevada,No,Basic,Undergraduate,Medical Leave,M,Suburban,Married,Special Auto,3,Call Center,SUV,Small
Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,Web,SUV,Small
Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,3,Call Center,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,F,Urban,Married,Corporate Auto,2,Agent,Four-Door Car,Medsize
Nevada,Yes,Basic,Postgraduate,Employed,F,Rural,Single,Personal Auto,2,Web,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Special Auto,4,Web,Four-Door Car,Medsize
Washington,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,4,Branch,Two-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,3,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Basic,Postgraduate,Unemployed,M,Urban,Married,Personal Auto,1,Branch,Two-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,3,Branch,Four-Door Car,Small
California,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,4,Web,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,M,Urban,Married,Corporate Auto,3,Branch,Two-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Disabled,F,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,Large
Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,1,Branch,Two-Door Car,Medsize
Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,Call Center,SUV,Medsize
Arizona,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Special Auto,1,Call Center,Luxury,Medsize
Oregon,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,M,Rural,Single,Personal Auto,2,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Postgraduate,Employed,F,Suburban,Married,Personal Auto,1,Web,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Postgraduate,Employed,F,Rural,Married,Personal Auto,4,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,4,Agent,Four-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,1,Agent,SUV,Small
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,Small
Arizona,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
Nevada,No,Basic,Postgraduate,Unemployed,F,Suburban,Married,Personal Auto,4,Agent,Four-Door Car,Small
Washington,Yes,Basic,Postgraduate,Employed,M,Rural,Single,Corporate Auto,1,Agent,Luxury,Medsize
Arizona,No,Basic,Undergraduate,Medical Leave,M,Urban,Single,Personal Auto,1,Agent,Two-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,Branch,Four-Door Car,Medsize
California,No,Extended,High School or Below,Employed,M,Rural,Married,Corporate Auto,3,Branch,SUV,Medsize
Oregon,Yes,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,2,Agent,Four-Door Car,Large
Oregon,Yes,Extended,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,2,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,Small
California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,4,Call Center,Two-Door Car,Large
California,No,Basic,Postgraduate,Employed,F,Rural,Single,Personal Auto,1,Web,Two-Door Car,Medsize
Arizona,Yes,Basic,Undergraduate,Retired,M,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,Large
California,No,Extended,Undergraduate,Employed,M,Rural,Single,Corporate Auto,4,Branch,Two-Door Car,Medsize
Washington,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,Web,Four-Door Car,Small
Oregon,No,Premium,Undergraduate,Employed,F,Suburban,Single,Personal Auto,3,Agent,SUV,Medsize
Arizona,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
Nevada,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,4,Agent,Two-Door Car,Medsize
Nevada,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,4,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,2,Branch,Two-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Medical Leave,F,Suburban,Married,Personal Auto,1,Agent,SUV,Small
Arizona,No,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,2,Agent,SUV,Small
Oregon,Yes,Premium,High School or Below,Unemployed,M,Suburban,Married,Special Auto,2,Web,SUV,Medsize
California,No,Premium,Undergraduate,Employed,M,Rural,Married,Corporate Auto,2,Branch,SUV,Small
California,No,Extended,High School or Below,Medical Leave,F,Urban,Married,Corporate Auto,1,Web,Four-Door Car,Medsize
Oregon,No,Extended,Postgraduate,Unemployed,M,Suburban,Married,Corporate Auto,1,Branch,SUV,Medsize
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,1,Agent,Luxury,Medsize
California,No,Basic,Undergraduate,Employed,M,Rural,Single,Personal Auto,2,Web,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Small
California,Yes,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,Call Center,SUV,Medsize
Oregon,No,Extended,Undergraduate,Medical Leave,F,Rural,Married,Special Auto,3,Web,Four-Door Car,Medsize
Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,1,Branch,Two-Door Car,Medsize
Nevada,No,Basic,Undergraduate,Employed,F,Urban,Married,Corporate Auto,2,Call Center,SUV,Small
Arizona,No,Basic,Postgraduate,Medical Leave,F,Urban,Married,Personal Auto,4,Call Center,Four-Door Car,Large
Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,1,Call Center,Luxury,Small
Arizona,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,3,Call Center,Two-Door Car,Small
California,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,1,Web,SUV,Small
Oregon,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,Medsize
Oregon,Yes,Basic,Postgraduate,Employed,F,Suburban,Single,Personal Auto,2,Branch,SUV,Large
Arizona,No,Basic,Undergraduate,Employed,F,Rural,Single,Corporate Auto,1,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,Two-Door Car,Medsize
California,No,Basic,Postgraduate,Employed,M,Suburban,Single,Corporate Auto,2,Agent,SUV,Medsize
Oregon,Yes,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Premium,High School or Below,Employed,F,Rural,Single,Personal Auto,3,Branch,Four-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,4,Call Center,SUV,Medsize
Nevada,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,Web,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,Small
California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Branch,Two-Door Car,Small
Nevada,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,4,Call Center,Four-Door Car,Medsize
Nevada,No,Premium,Undergraduate,Employed,F,Suburban,Single,Special Auto,1,Branch,Luxury,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,3,Branch,SUV,Small
California,Yes,Extended,Undergraduate,Employed,F,Rural,Married,Corporate Auto,2,Call Center,Two-Door Car,Small
Oregon,No,Premium,Postgraduate,Employed,F,Rural,Married,Personal Auto,4,Agent,Luxury,Medsize
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,Call Center,Four-Door Car,Large
California,No,Extended,Undergraduate,Disabled,F,Suburban,Single,Special Auto,1,Agent,Four-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,1,Branch,Four-Door Car,Medsize
Oregon,Yes,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,Call Center,Two-Door Car,Large
California,No,Basic,Undergraduate,Retired,M,Suburban,Single,Personal Auto,1,Agent,SUV,Medsize
California,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,Branch,Two-Door Car,Small
California,No,Extended,High School or Below,Employed,M,Suburban,Single,Corporate Auto,2,Agent,Two-Door Car,Small
California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,Medsize
Oregon,No,Premium,Undergraduate,Disabled,M,Suburban,Married,Corporate Auto,1,Branch,Two-Door Car,Small
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Small
California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,Web,Two-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,4,Web,Four-Door Car,Small
Arizona,No,Premium,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,SUV,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,2,Agent,Four-Door Car,Medsize
